sentence	aspect	polarity
The food is amazing, rich pastas and fresh doughy pizza.	food style options	positive
Best of all is the warm vibe, the owner is super friendly and service is fast.	ambience general	positive
Best of all is the warm vibe, the owner is super friendly and service is fast.	service general	positive
If only they delivered, they'd make a mint!	restaurant miscellaneous	neutral
go here for the drinks!	drinks quality	positive
the drinks are amazing and half off till 8pm.	drinks prices	positive
the drinks are amazing and half off till 8pm.	drinks quality	positive
Ask for Usha, the nicest bartender in manhattan.	service general	positive
My fav was the sassy lassi...	drinks quality	positive
This is an amazing place to try some roti rolls.	food quality	positive
I really recommend the very simple Unda (Egg) rolls.	food quality	positive
Delicate spices, onions, eggs and a kick-ass roti.	food quality	positive
Amazing!	food quality	positive
Toons has recently been redone, so it's now a very attractive space.	ambience general	positive
The food's as good as ever.	food quality	positive
In an area sadly lacking in decent Thai food, this is one of the best spots.	food quality	positive
Went here last night - nice decor, good service, but the food was surprisingly excellent.	ambience general	positive
Went here last night - nice decor, good service, but the food was surprisingly excellent.	food quality	positive
Went here last night - nice decor, good service, but the food was surprisingly excellent.	service general	positive
The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.	food style options	neutral
Can't wait to go back.	restaurant general	positive
Best drumsticks over rice and sour spicy soup in town!	food quality	positive
Beef noodle soup is good as well.	food quality	positive
The service is good and the resturant is clean.	ambience general	positive
The service is good and the resturant is clean.	service general	positive
Best Taiwanese food in NY!	food quality	positive
I have been to Rao's probably 15 times the past 3 years and it keeps getting better.	restaurant general	positive
For those that go once and don't enjoy it, all I can say is that they just don't get it.	restaurant miscellaneous	positive
Rao's has the best service and atmosphere in NYC.	ambience general	positive
Rao's has the best service and atmosphere in NYC.	service general	positive
Good luck getting a table.	restaurant miscellaneous	negative
My roommate and I LOVE this place.	restaurant general	positive
We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.	ambience general	positive
Indoor was very cozy and cute.	ambience general	positive
The portion sizes here are huge, and the sushi is good.	food quality	positive
The portion sizes here are huge, and the sushi is good.	food style options	positive
Staff is very accomodating.	service general	positive
Excellent dumplings served amid clean, chic decor.	ambience general	positive
Excellent dumplings served amid clean, chic decor.	food quality	positive
I got the $10 10-piece dim sum combo, every bite of which was great.	food quality	positive
But $1 for each small piece???	food prices	negative
Not worth it.	food prices	negative
I won't go back unless someone else is footing the bill.	restaurant prices	negative
The decor is very simple but comfortable.	ambience general	positive
The food was delicious but do not come here on a empty stomach.	food quality	positive
The food was delicious but do not come here on a empty stomach.	food style options	negative
The portions are small but being that the food was so good makes up for that.	food quality	positive
The portions are small but being that the food was so good makes up for that.	food style options	negative
You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.	food quality	positive
The staff there is very attentive and down to earth.	service general	positive
I loved it and would go again.	restaurant general	positive
Great Indian food and the service is incredible.	food quality	positive
Great Indian food and the service is incredible.	service general	positive
The owner truly caters to all your needs.	service general	positive
When family came in he gave them apps to test their palets, and then ordered for them.	service general	positive
Everyone was more then happy with his choices.	service general	positive
Great food and the prices are very reasonable.	food quality	positive
Great food and the prices are very reasonable.	restaurant prices	positive
The food here does a great service to the name (Cantonese that is...).	food quality	positive
I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.	food quality	positive
This dish is my favorite and I always get it when I go there and never get tired of it.	food quality	positive
Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.	food quality	positive
Simply some good tasting Chinese food at incredible prices...	food prices	positive
Simply some good tasting Chinese food at incredible prices...	food quality	positive
Service is not what you are coming here for...	service general	negative
Big Wong is a great place to eat and fill your stomach.	restaurant general	positive
whoever the jazz duo was, they were on POINT.	ambience general	positive
good music, great food, speedy service affordable prices.	ambience general	positive
good music, great food, speedy service affordable prices.	food quality	positive
good music, great food, speedy service affordable prices.	restaurant prices	positive
good music, great food, speedy service affordable prices.	service general	positive
even the wine by the glass was good.	drinks quality	positive
its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.	location general	negative
its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.	restaurant general	positive
Consistently good Japanese Tapas.	food quality	positive
Always good drinks and service is pretty good;	drinks quality	positive
Always good drinks and service is pretty good;	service general	positive
Atmosphere is nice and relaxed too...	ambience general	positive
A great place to meet up for some food and drinks... 	restaurant miscellaneous	positive
Yakitori (bbq meats) is tasty too.	food quality	positive
If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.	food quality	negative
If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.	restaurant miscellaneous	negative
If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.	service general	negative
Price and quality of fish alone will keep us from making a return visit.	food prices	negative
Price and quality of fish alone will keep us from making a return visit.	food quality	negative
Price and quality of fish alone will keep us from making a return visit.	restaurant general	negative
Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.	food quality	negative
No thanks!!!	restaurant general	negative
This place, which is only a few months old, is perhaps Queens' biggest secret!	restaurant general	positive
Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!	ambience general	positive
Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!	food prices	positive
Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!	food quality	positive
Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!	location general	positive
Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!	restaurant prices	positive
Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!	service general	positive
We were seated outside and the waiter spilled red wine and hot tea on myself and my date.	service general	negative
We were then shooed inside.	service general	negative
One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.	service general	negative
We left, never to return.	restaurant general	negative
With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.	food prices	negative
With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.	service general	negative
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.	food prices	negative
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.	food quality	negative
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.	service general	negative
The food is okay and the prices here are mediocre.	food quality	neutral
The food is okay and the prices here are mediocre.	restaurant prices	neutral
Baluchi's has solid food and a nice decor at reasonable prices.	ambience general	positive
Baluchi's has solid food and a nice decor at reasonable prices.	food quality	positive
Baluchi's has solid food and a nice decor at reasonable prices.	restaurant prices	positive
The only problem is that the manager is a complete incompetent.	service general	negative
He offers subpar service and has no personality.	service general	negative
In fact, it appears he is going to go postal at any moment.	service general	negative
There is no excuse for such lousy service!	service general	negative
I have never before eaten 40 pieces of relatively good nigiri.	food quality	neutral
You can do it here.	food style options	positive
$20 for all you can eat sushi cannot be beaten.	food prices	positive
I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.	restaurant general	positive
Most of the servers are very attentive, friendly and quite attractive.	service general	positive
The vibe is very relaxed and cozy, service was great and the food was excellent!	ambience general	positive
The vibe is very relaxed and cozy, service was great and the food was excellent!	food quality	positive
The vibe is very relaxed and cozy, service was great and the food was excellent!	service general	positive
Me and my girls will definitely go back.	restaurant general	positive
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.	food quality	positive
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.	location general	positive
I would highly recommand requesting a table by the window.	location general	positive
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.	ambience general	positive
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.	service general	positive
The food is great.	food quality	positive
Personal pans are the perfect size for those hungry nights.	food style options	positive
I heartily recommend.	restaurant general	positive
There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.	service general	negative
Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.	service general	negative
Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.	ambience general	positive
Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.	location general	positive
The pizza was pretty good and huge.	food quality	positive
The pizza was pretty good and huge.	food style options	positive
The price very reasonable.	restaurant prices	positive
We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.	food style options	positive
I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.	food quality	negative
The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol	food quality	negative
The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol	food style options	negative
La Rosa waltzes in, and I think they are doing it the best.	food quality	positive
Interesting selection, good wines, service fine, fun decor.	ambience general	positive
Interesting selection, good wines, service fine, fun decor.	drinks quality	positive
Interesting selection, good wines, service fine, fun decor.	food style options	positive
Interesting selection, good wines, service fine, fun decor.	service general	positive
I love it.	restaurant general	positive
I plan on stopping by next week as well.	restaurant general	positive
I found it on a cold night, the perfect spot to warm up.	restaurant miscellaneous	positive
I recieved prompt service with a smile.	service general	positive
To me it exemplifies Soho, cute, artsy, interesting.	ambience general	positive
Definately check it out!!!	restaurant general	positive
This place blew me away...by far my new favorite restaurant on the uppereast side.	restaurant general	positive
The wine list is extensive and impressive.	drinks style options	positive
LOVE the atmosphere - felt like I was in Paris.	ambience general	positive
The mussels were fantastic and so was the dessert...definitely going to be back very soon.	food quality	positive
The mussels were fantastic and so was the dessert...definitely going to be back very soon.	restaurant general	positive
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.	service general	positive
Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.	service general	positive
I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!	ambience general	positive
I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!	food quality	positive
I lOVE THIS PLACE!	restaurant general	positive
Keep up the good work guys!	restaurant general	positive
I have to say I have never had a disapointing meal here.	food quality	positive
We could have made a meal of the yummy dumplings from the dumpling menu.	food quality	positive
Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.	food quality	positive
